Image_Count,Method,Time,Speedup,Efficiency
100,Serial,2.1287200450897217,1.0,1.0
100,MP,1.7101390361785889,1.2447643145123908,0.15559553931404885
100,CF_Proc,1.8331396579742432,1.1612426995562994,0.14515533744453743
100,CF_Thread,0.5464470386505127,3.8955651591538265,0.4869456448942283
500,Serial,6.446930408477783,1.0,1.0
500,MP,2.9599807262420654,2.17803121193383,0.27225390149172873
500,CF_Proc,3.1267290115356445,2.0618769278350326,0.2577346159793791
500,CF_Thread,2.0858802795410156,3.0907480509362637,0.38634350636703296
